SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Product,Exclude,Exclude,Exclude,Exclude
85L14B,2.56219,2.52599,2.51695,2.53729,2.57803,2.62667,2.66324,2.69161,2.72499,2.76979,2.82732,2.88953,2.9544,3.03152,3.12385,3.22376,3.37074,3.55146,3.65173,3.65491,3.6079,3.53384,3.44701,3.35328,3.26111,3.17679,3.10028,3.03562,2.98934,2.96734,2.96887,2.99223,3.03395,3.09189,3.18664,3.37014,3.68057,4.01515,20.1,61.75,79.9,1,Y,Y,Y,Y
85M19A,2.2688,2.2699,2.2824,2.3143,2.3605,2.4113,2.4504,2.4805,2.5134,2.5549,2.606,2.6598,2.7151,2.7806,2.8588,2.9446,3.0741,3.2305,3.319,3.33,3.2996,3.2454,3.1794,3.1062,3.0329,2.9648,2.9022,2.8481,2.808,2.7871,2.7851,2.8005,2.8309,2.8752,2.9524,3.112,3.3939,3.7324,20.1,61.75,79.9,59.9,Y,Y,Y,Y
85MUTT35A,1.86716,1.87845,1.88982,1.91375,1.94724,1.98344,2.00939,2.02754,2.04756,2.07419,2.10815,2.14365,2.17957,2.22335,2.27747,2.33854,2.43351,2.54682,2.61143,2.62235,2.60345,2.56669,2.52013,2.46748,2.41395,2.3636,2.31662,2.27553,2.24449,2.22768,2.22525,2.236,2.25851,2.29228,2.35181,2.4742,2.68654,2.92841,20.1,61.8,79.9,25,N,N,N,N
85MUTT35B,1.97482,1.98828,2.00212,2.02873,2.06555,2.10535,2.13446,2.15527,2.17816,2.20828,2.24655,2.28644,2.32675,2.37577,2.43623,2.5039,2.6087,2.73494,2.80775,2.82038,2.79957,2.75872,2.70668,2.64759,2.58736,2.53059,2.47742,2.43089,2.39556,2.37638,2.37334,2.38516,2.41018,2.44769,2.51413,2.6497,2.88322,3.1467,20.1,61.8,79.9,25,N,N,N,N
85P24A,2.03482,2.00978,1.99648,2.00702,2.03618,2.07211,2.09488,2.10914,2.12922,2.16251,2.20997,2.26066,2.31345,2.38014,2.46448,2.56402,2.71801,2.90469,3.00918,3.01963,2.98196,2.91777,2.84028,2.75499,2.67039,2.59288,2.52354,2.46699,2.42969,2.41776,2.43079,2.46669,2.52121,2.59175,2.69802,2.8884,3.19243,3.50018,20.4,61.75,79.6,7,Y,Y,Y,Y
85P24B,1.99193,1.97208,1.96208,1.97437,2.0039,2.03952,2.06235,2.07668,2.09637,2.12841,2.17387,2.22224,2.27274,2.3366,2.41671,2.51062,2.65673,2.83339,2.93206,2.94258,2.90784,2.84816,2.77599,2.6966,2.6177,2.54538,2.48044,2.42726,2.39183,2.38015,2.39171,2.42473,2.47525,2.54112,2.64137,2.8231,3.11583,3.41813,20.4,61.75,79.6,7,Y,Y,Y,Y
85L7B,1.902,1.9166,1.932,1.9587,1.9951,2.0347,2.0645,2.0869,2.1114,2.1431,2.1828,2.2241,2.2661,2.3168,2.3777,2.4427,2.5426,2.6657,2.7393,2.7553,2.7392,2.7035,2.6565,2.6022,2.5461,2.4929,2.4424,2.3977,2.3641,2.3463,2.3438,2.3556,2.3802,2.4166,2.4805,2.6097,2.8328,3.0857,20.4,61.5,79.6,60.8,Y,Y,Y,Y
85L7A,1.9383,1.9537,1.97,1.9976,2.0351,2.076,2.107,2.1304,2.1559,2.1888,2.2299,2.2726,2.316,2.3685,2.4318,2.4995,2.6034,2.7317,2.8092,2.8265,2.8102,2.7731,2.724,2.6669,2.6078,2.5516,2.4984,2.4513,2.4158,2.3969,2.394,2.4061,2.4314,2.4689,2.5343,2.6676,2.8981,3.1584,20.4,61.5,79.6,61.2,Y,Y,Y,Y
90ORG1B,2.2457,2.2822,2.3195,2.3661,2.4201,2.4763,2.5222,2.5598,2.5978,2.6407,2.6893,2.7379,2.785,2.8373,2.8971,2.9605,3.0559,3.1717,3.242,3.2593,3.2457,3.212,3.1661,3.1118,3.0545,2.9986,2.9444,2.8941,2.8523,2.8236,2.8075,2.8033,2.8093,2.8256,2.8683,2.9767,3.1833,3.4288,20.5,61.3,79.5,CL,N,N,N,N
90ORG1B,2.196,2.2307,2.2663,2.3114,2.3642,2.4188,2.4631,2.499,2.5352,2.5763,2.6232,2.6703,2.716,2.767,2.8257,2.8888,2.9839,3.0983,3.1663,3.1809,3.165,3.13,3.0839,3.0305,2.9747,2.9206,2.8686,2.8205,2.7806,2.7533,2.7384,2.7351,2.7418,2.7588,2.8019,2.9097,3.1139,3.3571,20.5,61.3,79.5,CL,N,N,N,N
90ORG1A,2.2503,2.2866,2.3235,2.3701,2.4242,2.4804,2.5264,2.5639,2.602,2.6451,2.6942,2.743,2.7899,2.8418,2.9012,2.9643,3.0597,3.1753,3.2456,3.2634,3.2503,3.2172,3.1716,3.1175,3.0604,3.0045,2.9503,2.9,2.8581,2.8294,2.8136,2.8096,2.8161,2.8333,2.8776,2.9877,3.1953,3.4412,20.5,61.3,79.5,CL,N,N,N,N
90ORG1A,2.207,2.2418,2.2775,2.3228,2.376,2.431,2.4759,2.512,2.5487,2.5906,2.6384,2.686,2.7318,2.7829,2.8416,2.9048,3.0003,3.1152,3.1838,3.1992,3.184,3.1495,3.1036,3.0501,2.9942,2.9399,2.8875,2.839,2.7989,2.7715,2.7566,2.7535,2.7607,2.7789,2.8237,2.934,3.1405,3.3853,20.5,61.3,79.5,CL,N,N,N,N
85P10A,2.019,2.0175,2.0189,2.037,2.071,2.111,2.138,2.1562,2.1795,2.2155,2.2658,2.319,2.3749,2.4461,2.5347,2.6356,2.7913,2.9851,3.1017,3.1239,3.0962,3.0395,2.9667,2.8835,2.7989,2.7197,2.6474,2.5868,2.5457,2.5308,2.5415,2.5755,2.6288,2.6986,2.805,2.997,3.308,3.6326,20.6,61.68,79.4,56.5,Y,Y,Y,Y
85M9A,2.1401,2.1219,2.1191,2.1394,2.1749,2.2151,2.2448,2.2672,2.2935,2.3296,2.3762,2.4257,2.4762,2.5363,2.6063,2.6791,2.7902,2.9261,3.0042,3.0165,2.9919,2.9445,2.884,2.8151,2.745,2.6792,2.6183,2.5656,2.5274,2.509,2.5097,2.5277,2.5602,2.6058,2.6816,2.8297,3.0817,3.3577,20.8,61.225,79.2,61,Y,Y,Y,Y
L20,2.0213,1.9758,1.9523,1.9574,1.9814,2.0117,2.0318,2.0449,2.0626,2.0903,2.1288,2.171,2.2143,2.2661,2.3296,2.4015,2.5121,2.6422,2.7083,2.7056,2.6674,2.6104,2.5449,2.4754,2.4075,2.3461,2.2912,2.2457,2.2143,2.2019,2.2082,2.2318,2.2702,2.3217,2.4032,2.5563,2.8097,3.0895,21.2,61.2,78.8,CL,N,N,N,N
85L26A,1.9399,1.9345,1.9389,1.9628,1.9994,2.04,2.07,2.0921,2.1168,2.1494,2.1907,2.2347,2.28,2.3339,2.3975,2.4664,2.5707,2.6947,2.7638,2.7728,2.7497,2.7085,2.6585,2.6034,2.5485,2.498,2.4517,2.4121,2.3834,2.3699,2.3713,2.3864,2.4132,2.4509,2.5152,2.6454,2.8717,3.128,21.25,60.85,78.75,60.9,N,N,N,N
8.00E+02,1.8562,1.8824,1.9112,1.9429,1.9782,2.0145,2.0474,2.0797,2.1136,2.1517,2.1949,2.2377,2.2779,2.323,2.3756,2.4321,2.5173,2.6259,2.6965,2.7187,2.7119,2.6846,2.6432,2.5912,2.5343,2.4774,2.4219,2.3715,2.3318,2.3066,2.2958,2.2987,2.3135,2.3404,2.3964,2.5205,2.7368,2.978,21.4,60.5,78.6,CL,Y,Y,Y,Y
8.00E+03,1.9199,1.9469,1.9766,2.0096,2.047,2.0857,2.1204,2.1533,2.188,2.2272,2.2722,2.3171,2.3599,2.4082,2.464,2.5235,2.6134,2.7276,2.8,2.8195,2.8084,2.7767,2.7317,2.6769,2.618,2.5596,2.5026,2.4509,2.4102,2.3843,2.3734,2.3767,2.3928,2.4219,2.4819,2.6134,2.8412,3.093,21.4,60.5,78.6,CL,N,N,N,N
L10,2.0167,1.9832,1.9679,1.9767,2.0017,2.0323,2.0535,2.0679,2.0862,2.1137,2.1511,2.1917,2.2331,2.2826,2.3431,2.4101,2.5135,2.6373,2.7033,2.7057,2.6742,2.6239,2.5646,2.5001,2.4364,2.3782,2.3254,2.281,2.2496,2.2359,2.2396,2.2595,2.2932,2.3398,2.4151,2.5595,2.8029,3.0777,21.4,61.1,78.6,Pork,N,N,N,N
L10,2.0123,2.0003,2.0011,2.0219,2.0565,2.0955,2.1247,2.146,2.1696,2.2005,2.2397,2.2814,2.3237,2.3735,2.4344,2.5048,2.6107,2.7343,2.8007,2.8049,2.7765,2.7306,2.6769,2.6194,2.5631,2.5119,2.466,2.4271,2.3988,2.3852,2.3857,2.3996,2.4249,2.4606,2.5226,2.6498,2.8732,3.1309,21.4,61.1,78.6,CL,Y,Y,Y,Y
80B1,1.8712,1.8976,1.9266,1.9583,1.9941,2.0306,2.0637,2.0958,2.1297,2.1678,2.2111,2.2543,2.2952,2.3412,2.3934,2.4464,2.526,2.629,2.6965,2.7184,2.7128,2.6875,2.6485,2.599,2.5443,2.4894,2.435,2.3851,2.3454,2.3198,2.3083,2.31,2.3236,2.349,2.4034,2.5252,2.7373,2.9747,21.7,60.2,78.3,CL,N,N,N,N
80B1,1.8446,1.8706,1.8995,1.9311,1.9657,2.0013,2.0335,2.0651,2.0983,2.1356,2.1778,2.2195,2.2585,2.3021,2.3528,2.4076,2.4904,2.5955,2.6627,2.682,2.673,2.6448,2.6037,2.5532,2.4985,2.4442,2.3913,2.3432,2.3053,2.281,2.2703,2.2728,2.2871,2.3133,2.3683,2.4895,2.7007,2.9371,21.7,60.2,78.3,CL,Y,Y,Y,Y
L13,1.9945,1.9453,1.9178,1.9209,1.9431,1.9709,1.9884,1.9989,2.0144,2.0405,2.0781,2.1198,2.1637,2.2168,2.2794,2.345,2.4472,2.5698,2.6312,2.6272,2.5897,2.5344,2.4717,2.4048,2.3397,2.2805,2.227,2.182,2.1507,2.1384,2.1447,2.1681,2.2066,2.2588,2.3408,2.4932,2.7453,3.0231,21.7,60.8,78.3,CL,Y,Y,Y,Y
L16,1.8497,1.8111,1.7905,1.796,1.8181,1.8455,1.8635,1.8746,1.8898,1.9139,1.9477,1.9845,2.0222,2.0674,2.1226,2.1841,2.279,2.3897,2.4457,2.444,2.4124,2.3648,2.3102,2.252,2.1954,2.1442,2.0985,2.0604,2.034,2.0237,2.0293,2.0495,2.0824,2.1272,2.1985,2.3329,2.556,2.8049,21.9,60.6,78.1,CL,Y,Y,Y,Y
80D2,1.8448,1.87,1.8981,1.9295,1.9652,2.002,2.0347,2.0656,2.0985,2.1361,2.18,2.2239,2.2661,2.3143,2.3678,2.4209,2.5018,2.6065,2.6727,2.6904,2.6801,2.6514,2.6108,2.5613,2.5081,2.4551,2.4026,2.3547,2.3167,2.2927,2.2828,2.2862,2.3019,2.3303,2.3887,2.5153,2.7336,2.975,22.1,59.9,77.9,CL,N,N,N,N
80D1,1.8827,1.9103,1.9405,1.9736,2.01,2.0475,2.0813,2.1141,2.1486,2.1875,2.2319,2.276,2.3177,2.3645,2.4174,2.472,2.5542,2.6601,2.7282,2.748,2.7393,2.7112,2.6701,2.6193,2.5641,2.5091,2.4548,2.4051,2.3657,2.3402,2.3287,2.3307,2.3447,2.3713,2.4276,2.552,2.7685,3.0109,22.1,59.9,77.9,CL,N,N,N,N
80A1,1.8918,1.9181,1.9472,1.9791,2.0146,2.0509,2.0839,2.1162,2.1503,2.1889,2.2332,2.2771,2.3188,2.3654,2.418,2.4717,2.5535,2.6598,2.7286,2.7487,2.7402,2.7118,2.6701,2.6183,2.5617,2.5051,2.4491,2.3978,2.357,2.3305,2.3185,2.3201,2.3342,2.3611,2.4176,2.5433,2.7617,3.0067,22.2,59.8,77.8,CL,N,N,N,N
80A2,1.9787,2.006,2.036,2.0696,2.1084,2.1483,2.1839,2.2176,2.2532,2.2934,2.3398,2.386,2.4299,2.4794,2.536,2.5956,2.6865,2.8026,2.8756,2.8948,2.8827,2.8497,2.8029,2.7461,2.6848,2.6241,2.5645,2.5101,2.4669,2.4388,2.4264,2.4287,2.4444,2.4737,2.5354,2.6709,2.9051,3.1626,22.2,59.8,77.8,CL,N,N,N,N
85V8B,1.9185,1.9346,1.9518,1.9805,2.0184,2.0592,2.09,2.1137,2.1395,2.1726,2.2138,2.2564,2.2996,2.3515,2.4128,2.4757,2.5724,2.6932,2.7658,2.7815,2.7655,2.7302,2.6837,2.6298,2.5739,2.5205,2.4692,2.4234,2.3884,2.3692,2.3653,2.3757,2.3994,2.4352,2.4985,2.6275,2.8515,3.1054,22.3,60,77.7,CL,Y,Y,Y,Y
85V8A,1.949,1.966,1.9836,2.013,2.0526,2.0953,2.1277,2.1523,2.179,2.2133,2.2562,2.3004,2.3453,2.3993,2.4629,2.5287,2.6302,2.7564,2.8325,2.8494,2.833,2.7963,2.7476,2.691,2.6324,2.5763,2.5225,2.4744,2.4376,2.4174,2.4132,2.4241,2.4486,2.486,2.5525,2.6875,2.9206,3.1833,22.3,60,77.7,CL,Y,Y,Y,Y
85V8B,1.9185,1.9346,1.9518,1.9805,2.0184,2.0592,2.09,2.1137,2.1395,2.1726,2.2138,2.2564,2.2996,2.3515,2.4128,2.4757,2.5724,2.6932,2.7658,2.7815,2.7655,2.7302,2.6837,2.6298,2.5739,2.5205,2.4692,2.4234,2.3884,2.3692,2.3653,2.3757,2.3994,2.4352,2.4985,2.6275,2.8515,3.1054,22.3,60,77.7,CL,Y,Y,Y,Y
85V8A,1.949,1.966,1.9836,2.013,2.0526,2.0953,2.1277,2.1523,2.179,2.2133,2.2562,2.3004,2.3453,2.3993,2.4629,2.5287,2.6302,2.7564,2.8325,2.8494,2.833,2.7963,2.7476,2.691,2.6324,2.5763,2.5225,2.4744,2.4376,2.4174,2.4132,2.4241,2.4486,2.486,2.5525,2.6875,2.9206,3.1833,22.3,60,77.7,CL,Y,Y,Y,Y
L1,1.9327,1.9055,1.8929,1.9022,1.9265,1.9556,1.9754,1.9885,2.0051,2.0306,2.0655,2.1033,2.1419,2.1884,2.2446,2.3054,2.4007,2.5156,2.5772,2.5804,2.5523,2.5068,2.4527,2.3938,2.3353,2.2815,2.2324,2.1907,2.1608,2.1475,2.1503,2.1682,2.1992,2.2424,2.3128,2.4493,2.6798,2.9416,22.3,60,77.7,Pork,N,N,N,N
L4,2.0838,2.054,2.0425,2.0538,2.0812,2.1143,2.138,2.1548,2.1755,2.2053,2.2453,2.2887,2.3331,2.386,2.45,2.5199,2.6269,2.7566,2.8276,2.8316,2.8001,2.7487,2.6877,2.6211,2.5551,2.4945,2.4393,2.3925,2.3591,2.344,2.3467,2.3658,2.3994,2.4459,2.5217,2.6694,2.9196,3.2031,22.4,59.9,77.6,Pork,N,N,N,N
80F1,1.8891,1.9151,1.9441,1.9761,2.0114,2.0476,2.0803,2.1122,2.146,2.1848,2.2294,2.2742,2.3175,2.3665,2.4209,2.4747,2.5563,2.6636,2.7329,2.7522,2.7423,2.7129,2.6707,2.6188,2.5626,2.5064,2.4509,2.3999,2.3596,2.3339,2.3226,2.3252,2.3404,2.3684,2.4264,2.5533,2.7746,3.0224,22.6,59.5,77.4,CL,N,N,N,N
80F2,1.9023,1.9294,1.9594,1.9926,2.0295,2.0673,2.1012,2.134,2.1687,2.208,2.2532,2.2984,2.3417,2.3907,2.4462,2.5029,2.5885,2.6993,2.7697,2.7881,2.7766,2.7455,2.7016,2.6483,2.5911,2.5343,2.4785,2.4275,2.3873,2.3616,2.3505,2.3534,2.3691,2.3979,2.4576,2.5875,2.813,3.0636,22.6,59.5,77.4,CL,N,N,N,N
L8,2.2072,2.192,2.1889,2.206,2.2378,2.2745,2.3001,2.3176,2.3383,2.3681,2.4083,2.4524,2.499,2.5559,2.6232,2.6941,2.8046,2.941,3.015,3.0177,2.9835,2.9297,2.8671,2.7995,2.7324,2.6703,2.6129,2.5631,2.5265,2.5085,2.5087,2.526,2.5582,2.6041,2.6813,2.8346,3.0971,3.3948,22.7,59.7,77.3,Pork,Y,Y,Y,Y
80C1,1.87,1.8953,1.9237,1.9549,1.9893,2.0248,2.057,2.0886,2.1223,2.1605,2.2046,2.2488,2.291,2.339,2.3928,2.4472,2.5294,2.6371,2.7074,2.7285,2.7208,2.6929,2.6517,2.6002,2.5439,2.4876,2.432,2.3812,2.3413,2.316,2.3056,2.3089,2.3247,2.3533,2.4115,2.5381,2.7582,3.0033,22.8,59.3,77.2,CL,N,N,N,N
80C2,1.8448,1.87,1.8981,1.9295,1.9652,2.002,2.0347,2.0656,2.0985,2.1361,2.18,2.2239,2.2661,2.3143,2.3678,2.4209,2.5018,2.6065,2.6727,2.6904,2.6801,2.6514,2.6108,2.5613,2.5081,2.4551,2.4026,2.3547,2.3167,2.2927,2.2828,2.2862,2.3019,2.3303,2.3887,2.5153,2.7336,2.975,22.8,59.3,77.2,CL,N,N,N,N
85P28A,1.93782,1.91861,1.90826,1.91885,1.94602,1.97924,2.00029,2.0137,2.03323,2.06645,2.11463,2.16645,2.22165,2.29131,2.37296,2.45842,2.59287,2.76309,2.86337,2.87936,2.85119,2.79791,2.7312,2.6556,2.57883,2.507,2.44042,2.38416,2.34631,2.33367,2.34535,2.37925,2.43176,2.50025,2.60239,2.78324,3.07002,3.35721,23,59.75,77,26,Y,Y,Y,Y
75SAUS,2.2115,2.23,2.2497,2.2835,2.3298,2.3805,2.4189,2.4481,2.48,2.5209,2.5725,2.6263,2.6801,2.7438,2.8207,2.9083,3.0441,3.2112,3.3104,3.3289,3.3035,3.2518,3.1857,3.1101,3.0323,2.9583,2.8892,2.8287,2.783,2.7582,2.7543,2.7701,2.8025,2.8504,2.9333,3.0988,3.3789,3.6794,22.55,59.75,77.45,CL,Y,Y,Y,Y
75SAUS,2.2372,2.2543,2.2734,2.3064,2.3525,2.4027,2.44,2.4688,2.5025,2.549,2.6108,2.6778,2.7484,2.8315,2.9173,2.9895,3.1071,3.269,3.3702,3.3907,3.3677,3.32,3.2588,3.1871,3.1115,3.0369,2.962,2.8927,2.8394,2.8104,2.8055,2.8236,2.8625,2.9206,3.0182,3.2037,3.5073,3.8152,32.3,52.5,67.7,CL,Y,Y,Y,Y
75SAUS,2.2527,2.2686,2.2859,2.3183,2.3646,2.4153,2.4527,2.4806,2.5125,2.5556,2.6121,2.6728,2.7358,2.8111,2.8964,2.9822,3.1176,3.2917,3.3961,3.4143,3.3863,3.3316,3.2625,3.1832,3.1013,3.0224,2.9464,2.8783,2.8267,2.7991,2.7955,2.8148,2.8539,2.9112,3.0073,3.1923,3.4978,3.8073,27.25,56.25,72.75,CL,Y,Y,Y,Y
75SAUS,2.1651,2.1626,2.17,2.1967,2.2381,2.2849,2.3203,2.3466,2.3748,2.4101,2.4533,2.4971,2.5378,2.5854,2.6533,2.7476,2.8903,3.0516,3.1395,3.1483,3.1147,3.0563,2.9847,2.9062,2.8281,2.7566,2.6937,2.6415,2.6034,2.5838,2.5832,2.6,2.6313,2.6758,2.7521,2.9057,3.1688,3.4546,13.2,67.25,86.8,CL,N,N,N,N
50LAMB,2.2317,2.2293,2.2358,2.2623,2.3022,2.3435,2.3715,2.3923,2.4199,2.4631,2.5251,2.5959,2.6786,2.7803,2.8644,2.8854,2.9375,3.0423,3.1065,3.1124,3.0891,3.0525,3.0109,2.9623,2.9106,2.8571,2.7944,2.7306,2.6794,2.6506,2.6425,2.6539,2.6854,2.7363,2.8242,2.9957,3.2828,3.5957,43.85,42.75,56.15,50,Y,Y,Y,Y
75SAUS,2.4268,2.4476,2.4707,2.5091,2.5613,2.6173,2.659,2.6914,2.7286,2.7787,2.8447,2.9161,2.9923,3.0832,3.1773,3.2561,3.3835,3.559,3.6669,3.6858,3.6573,3.6019,3.5316,3.45,3.3644,3.2801,3.1958,3.1181,3.0579,3.0238,3.0159,3.0329,3.0719,3.1318,3.2335,3.4305,3.7547,4.0757,32.1,54,67.9,CL,Y,Y,Y,Y
75SAUS,2.2497,2.2671,2.2864,2.3195,2.366,2.4174,2.4558,2.485,2.518,2.562,2.6194,2.6815,2.7466,2.8245,2.9127,3.0007,3.1375,3.3154,3.4236,3.4423,3.4135,3.3574,3.2867,3.2057,3.1221,3.0416,2.964,2.8946,2.8422,2.8144,2.811,2.8307,2.8705,2.9285,3.0251,3.2108,3.518,3.8299,25.25,57.75,74.75,CL,Y,Y,Y,Y
75SAUS,2.2054,2.2243,2.2444,2.2781,2.3244,2.3747,2.4125,2.4414,2.4737,2.5161,2.5708,2.6291,2.6897,2.7619,2.8422,2.9204,3.0438,3.2034,3.2996,3.3172,3.2922,3.2424,3.179,3.1059,3.0302,2.9568,2.8855,2.8211,2.7716,2.7443,2.739,2.7546,2.7886,2.8397,2.9281,3.1012,3.3911,3.6975,27.25,56.75,72.75,CL,Y,Y,Y,Y
75SAUS,2.2809,2.2967,2.3147,2.3481,2.3958,2.4482,2.4874,2.5169,2.5501,2.5944,2.6519,2.7135,2.7784,2.8571,2.9462,3.0348,3.173,3.3514,3.4587,3.4763,3.4454,3.3863,3.3117,3.2264,3.1387,3.0545,2.9735,2.9013,2.8462,2.8161,2.8111,2.8296,2.869,2.9274,3.0257,3.2149,3.5285,3.8458,24.55,58.75,75.45,CL,Y,Y,Y,Y
75SAUS,2.3272,2.3459,2.367,2.4024,2.4509,2.5035,2.5427,2.5728,2.6074,2.6542,2.7159,2.7831,2.8547,2.9402,3.0298,3.1057,3.2272,3.3939,3.4967,3.5149,3.4879,3.4353,3.3691,3.2922,3.2119,3.1331,3.0543,2.9817,2.9255,2.8942,2.8873,2.9039,2.9414,2.9982,3.0952,3.2825,3.5926,3.9087,30.65,53.75,69.35,CL,Y,Y,Y,Y
75SAUS,2.2641,2.2812,2.2997,2.3321,2.3774,2.4273,2.4647,2.4928,2.5241,2.5651,2.6177,2.6736,2.731,2.8,2.8811,2.9676,3.1027,3.2739,3.3752,3.3904,3.3593,3.301,3.228,3.145,3.0597,2.978,2.9,2.8306,2.7774,2.7476,2.7412,2.7572,2.7927,2.8463,2.9377,3.1175,3.4185,3.7349,23.85,58.75,76.15,CL,Y,Y,Y,Y
75SAUS,2.2428,2.2525,2.2683,2.2993,2.3435,2.3924,2.4292,2.4576,2.4899,2.5329,2.5885,2.6481,2.7107,2.7854,2.8677,2.9461,3.0693,3.2309,3.327,3.3405,3.31,3.2548,3.1867,3.1098,3.0306,2.9546,2.8811,2.8149,2.7646,2.7371,2.7323,2.7489,2.7845,2.8377,2.9278,3.1035,3.3986,3.7112,25.9,57.75,74.1,CL,Y,Y,Y,Y
75SAUS,2.2576,2.2627,2.2739,2.3018,2.3443,2.3915,2.4264,2.4525,2.4825,2.523,2.5756,2.6316,2.6892,2.7584,2.8389,2.9243,3.0583,3.2276,3.3267,3.3405,3.309,3.2515,3.18,3.0995,3.0173,2.9393,2.8655,2.8007,2.7522,2.7268,2.7244,2.7439,2.7821,2.8376,2.9298,3.1081,3.4048,3.7148,23.85,58.75,76.15,CL,Y,Y,Y,Y
75SAUS,2.3042,2.321,2.3406,2.3749,2.4229,2.476,2.5163,2.547,2.5807,2.6239,2.6784,2.7356,2.7935,2.8626,2.9469,3.0416,3.1872,3.3678,3.4748,3.4919,3.4604,3.4006,3.3249,3.2391,3.1511,3.0675,2.989,2.9201,2.8678,2.8392,2.8345,2.852,2.8888,2.9432,3.036,3.2177,3.5215,3.8337,20.3,61.5,79.7,CL,Y,Y,Y,Y
75SAUS,2.2734,2.2918,2.3125,2.3474,2.3957,2.4489,2.4895,2.5204,2.554,2.5966,2.6496,2.7054,2.7616,2.8285,2.9119,3.0091,3.1577,3.3399,3.4481,3.4669,3.4374,3.3793,3.3054,3.2214,3.1355,3.0542,2.9788,2.9132,2.864,2.8377,2.8343,2.8524,2.8883,2.9405,3.0297,3.2056,3.5025,3.8102,17.4,63.75,82.6,CL,Y,Y,Y,Y
75SAUS,2.3285,2.3468,2.3668,2.402,2.4514,2.5057,2.5465,2.5774,2.6116,2.6563,2.7134,2.7743,2.8374,2.9132,3.002,3.0967,3.2433,3.4287,3.5387,3.5549,3.5207,3.4574,3.3784,3.289,3.1976,3.1101,3.0272,2.9536,2.8973,2.8658,2.8595,2.8772,2.9155,2.9728,3.0707,3.2604,3.5754,3.8928,22.2,59.75,77.8,CL,Y,Y,Y,Y
75SAUS,2.1829,2.1996,2.2183,2.2518,2.298,2.3475,2.3838,2.4119,2.4452,2.492,2.5552,2.6242,2.6986,2.7871,2.8726,2.9335,3.0368,3.186,3.2795,3.2986,3.2778,3.2348,3.1799,3.115,3.0461,2.9774,2.9062,2.8392,2.7872,2.7588,2.7534,2.7702,2.8072,2.8635,2.9585,3.1402,3.4378,3.7415,36.05,49.75,63.95,CL,Y,Y,Y,Y
75SAUS,2.1258,2.1427,2.1609,2.1938,2.2399,2.2907,2.3286,2.3568,2.3878,2.428,2.4792,2.5336,2.5892,2.6554,2.736,2.828,2.9693,3.1416,3.242,3.2577,3.2287,3.1742,3.1064,3.0304,2.9533,2.8806,2.8131,2.7543,2.7105,2.6881,2.6873,2.7064,2.7429,2.7948,2.8826,3.0537,3.3398,3.6356,20.8,61,79.2,CL,Y,Y,Y,Y
75SAUS,2.0988,2.1133,2.1296,2.1606,2.2045,2.2525,2.2878,2.3145,2.3454,2.388,2.4447,2.506,2.5708,2.6476,2.7285,2.8017,2.9205,3.078,3.1739,3.1926,3.1699,3.1237,3.065,2.9969,2.926,2.8569,2.7887,2.7268,2.6798,2.6555,2.6534,2.6725,2.7102,2.7655,2.8574,3.0337,3.3233,3.6212,27.5,55.75,72.5,CL,Y,Y,Y,Y
95PORK,1.5843,1.575,1.5667,1.575,1.5982,1.6274,1.6461,1.6566,1.6694,1.6895,1.7168,1.7446,1.769,1.8011,1.8626,1.9652,2.1193,2.2852,2.3775,2.3951,2.3723,2.3244,2.2623,2.1928,2.1235,2.0614,2.0104,1.9721,1.949,1.945,1.9601,1.9922,2.037,2.0927,2.1755,2.3247,2.5642,2.8107,3.3,75.25,96.7,CL,N,N,N,N
95PORK,1.5648,1.5504,1.5389,1.5462,1.5687,1.5968,1.6144,1.6238,1.6357,1.655,1.6814,1.7086,1.7328,1.7647,1.8243,1.9224,2.0695,2.2265,2.3116,2.3257,2.3018,2.2547,2.1947,2.1283,2.0628,2.0045,1.9567,1.9213,1.9002,1.8971,1.9124,1.9437,1.9874,2.0414,2.1214,2.2659,2.4977,2.7378,3.95,74.75,96.05,CL,N,N,N,N
90PORK,1.72,1.6923,1.6727,1.6747,1.6938,1.7196,1.7354,1.7434,1.7548,1.7746,1.8027,1.8318,1.8584,1.8936,1.9553,2.0534,2.2017,2.3629,2.4508,2.4642,2.4372,2.385,2.3182,2.2439,2.1699,2.1035,2.0483,2.0067,1.9813,1.9763,1.9914,2.0243,2.0708,2.1284,2.2137,2.3664,2.6115,2.8671,4.9,74,95.1,CL,N,N,N,N
90PORK,1.7189,1.6898,1.6697,1.6719,1.6918,1.7182,1.7342,1.7423,1.7537,1.7736,1.8019,1.8311,1.8577,1.8933,1.9563,2.0565,2.2069,2.3698,2.4565,2.4666,2.436,2.3808,2.312,2.2365,2.162,2.0956,2.0407,1.9995,1.9747,1.9701,1.9857,2.0195,2.0668,2.1259,2.213,2.3682,2.6167,2.8728,5.25,73.75,94.75,CL,N,N,N,N
