SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7*,Sp8*,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Exclude,Exclude,Exclude
1054,2.81878,2.77454,2.73353,2.69677,2.66657,2.6402,2.61347,2.58529,2.56227,2.55047,2.55424,2.5754,2.60599,2.62307,2.60954,2.5809,2.56886,2.60016,2.6828,2.79545,2.88241,2.91415,2.90793,2.88059,2.84042,2.79525,2.75097,2.70827,2.66563,2.62491,2.59031,2.56257,2.54327,2.53359,2.54118,2.5902,2.70921,2.88549,9.6,8.7,N,N,N
W47,3.50175,3.4059,3.33751,3.279,3.24836,3.16951,3.06466,2.94633,2.84003,2.76446,2.7144,2.69837,2.69449,2.68456,2.64919,2.6138,2.60066,2.64705,2.73275,2.8337,2.90248,2.90315,2.90511,2.87266,2.84011,2.78542,2.75665,2.69693,2.66069,2.61759,2.57922,2.56181,2.5489,2.5388,2.56896,2.65594,2.81586,3.02012,14,9.6,N,N,N
11052.12.8,2.91007,2.82395,2.74947,2.68416,2.62634,2.57266,2.51961,2.46769,2.423,2.39158,2.37965,2.3898,2.40707,2.40717,2.38012,2.34679,2.33756,2.37494,2.46003,2.56076,2.62349,2.63787,2.62387,2.59306,2.55047,2.504,2.45704,2.4112,2.36481,2.32205,2.28593,2.25935,2.24342,2.24098,2.2656,2.34848,2.50425,2.70639,13.2,9.4,N,N,N
SW143.10.3,2.76918,2.71042,2.65951,2.61676,2.57912,2.5424,2.50306,2.4622,2.42799,2.40816,2.40942,2.4338,2.46458,2.47314,2.44843,2.41401,2.40446,2.44636,2.54371,2.65938,2.72848,2.74144,2.72204,2.68227,2.62843,2.5692,2.50832,2.44795,2.39129,2.34076,2.29514,2.25957,2.23602,2.2274,2.24734,2.3265,2.48417,2.68716,10.7,8.5,N,N,N
2701034,2.57272,2.52808,2.48809,2.45371,2.4232,2.3951,2.36774,2.34037,2.3184,2.30732,2.31102,2.33105,2.35865,2.3721,2.35809,2.33332,2.32742,2.36425,2.44574,2.54693,2.61977,2.64406,2.63598,2.60952,2.57151,2.52887,2.48714,2.44686,2.40678,2.37001,2.33958,2.31606,2.30067,2.29424,2.30408,2.35492,2.47276,2.64275,10.083,9.84056,N,N,N
12601.11.1,2.94917,2.85464,2.77415,2.70836,2.64848,2.5922,2.53501,2.47923,2.43245,2.40253,2.39616,2.41487,2.44122,2.44669,2.42081,2.38708,2.38227,2.43186,2.5339,2.65059,2.72273,2.73911,2.72242,2.68603,2.63672,2.58334,2.52921,2.47636,2.42388,2.37647,2.33694,2.30779,2.29147,2.29012,2.3178,2.41055,2.58544,2.81353,11.4,10,N,N,N
208A,2.77292,2.71039,2.67401,2.64591,2.64413,2.59449,2.5186,2.42752,2.34476,2.28793,2.25177,2.24348,2.24506,2.24712,2.23598,2.23318,2.2535,2.32369,2.40166,2.46908,2.51168,2.50102,2.49865,2.46679,2.43851,2.38997,2.36841,2.31799,2.29436,2.26624,2.24408,2.24348,2.24557,2.24725,2.28261,2.36506,2.51293,2.69707,14.1,18.9,N,N,N
11124.14.4,2.74243,2.65899,2.58587,2.52155,2.46461,2.41181,2.35957,2.30853,2.26443,2.23349,2.22152,2.23093,2.247,2.24633,2.22111,2.1916,2.18595,2.22421,2.30414,2.39495,2.45029,2.46174,2.44743,2.41624,2.37218,2.32217,2.27009,2.21789,2.1691,2.12631,2.08922,2.06131,2.04411,2.03937,2.05991,2.13515,2.27877,2.45923,14.7,10,N,N,N
W280,2.96172,2.89126,2.84957,2.81703,2.8112,2.75703,2.67649,2.58189,2.49805,2.44334,2.41269,2.41419,2.42663,2.43175,2.41099,2.3903,2.39159,2.4502,2.5413,2.64207,2.71158,2.7149,2.71943,2.68974,2.66035,2.60895,2.58356,2.5277,2.49601,2.45807,2.42464,2.41209,2.40309,2.39585,2.42619,2.5095,2.66351,2.8608,12.9,11.4,N,N,N
1079,3.38984,3.33988,3.29386,3.25335,3.22018,3.19236,3.16525,3.13675,3.11297,3.09992,3.10215,3.12043,3.14708,3.16352,3.15583,3.13863,3.14171,3.18976,3.27685,3.37248,3.4379,3.45629,3.44144,3.40836,3.36461,3.31639,3.26914,3.22397,3.18019,3.14026,3.10812,3.0847,3.07083,3.06641,3.07818,3.13225,3.2617,3.46059,8.7,13.5,N,N,N
1072,2.72443,2.67758,2.63438,2.59593,2.56411,2.53674,2.50978,2.48197,2.45906,2.44646,2.44831,2.46666,2.49299,2.50549,2.49101,2.46581,2.4582,2.49118,2.56552,2.65931,2.73281,2.76309,2.76176,2.74193,2.70794,2.66664,2.6246,2.58281,2.54094,2.50225,2.47104,2.44803,2.43436,2.43004,2.44187,2.49425,2.61534,2.78895,14.9,10.9,N,N,N
GC2601071,3.27561,3.20517,3.14023,3.07974,3.02155,2.96832,2.91908,2.87349,2.83523,2.80627,2.78928,2.78709,2.79245,2.78734,2.76209,2.73097,2.7182,2.74404,2.80913,2.89142,2.9492,2.96343,2.94934,2.92025,2.87991,2.83475,2.79036,2.74822,2.70592,2.66635,2.63292,2.60642,2.58842,2.57917,2.58493,2.63268,2.74877,2.92629,15.2,11,Y,Y,Y
SW146.9.1,2.69467,2.64174,2.59732,2.56188,2.53134,2.50154,2.46814,2.43302,2.4053,2.39385,2.40584,2.44263,2.48576,2.50379,2.48495,2.45602,2.45611,2.51271,2.62517,2.75244,2.82771,2.84249,2.8217,2.78015,2.72475,2.66402,2.60205,2.54128,2.48405,2.43303,2.38798,2.35332,2.33109,2.32407,2.3473,2.43277,2.60059,2.8162,9.4,9.3,N,N,N
11063.14.0,2.72023,2.64048,2.57176,2.51282,2.46171,2.41467,2.36797,2.32192,2.28271,2.25656,2.24924,2.26311,2.28327,2.28628,2.26394,2.23699,2.23452,2.27626,2.35863,2.45125,2.50936,2.5243,2.5133,2.48626,2.44704,2.40313,2.35791,2.3134,2.26888,2.22904,2.19638,2.17344,2.16108,2.16117,2.1872,2.26966,2.42299,2.61782,14.2,10.6,N,N,N
11501.12.8,2.64417,2.55903,2.48431,2.41923,2.36247,2.3105,2.25928,2.20962,2.1668,2.13757,2.12771,2.13878,2.15701,2.16033,2.14097,2.11904,2.12379,2.17312,2.2564,2.34274,2.39603,2.40857,2.39566,2.36739,2.32806,2.28448,2.24037,2.19713,2.15474,2.11755,2.08854,2.06955,2.06139,2.06512,2.09349,2.17821,2.33584,2.53746,12.7,13,N,N,N
204,2.83728,2.77078,2.73116,2.69986,2.69517,2.64276,2.56402,2.46987,2.38445,2.32561,2.2883,2.27951,2.281,2.28234,2.2697,2.26491,2.28464,2.35576,2.43631,2.50716,2.55219,2.54209,2.53946,2.50684,2.47746,2.42758,2.40476,2.35281,2.32754,2.2981,2.27484,2.2734,2.27511,2.27667,2.31274,2.39766,2.55005,2.74049,13.9,18.6,N,N,N
11679.13.9,2.82627,2.73988,2.66441,2.59831,2.53979,2.48585,2.4329,2.38069,2.33569,2.30397,2.29146,2.30065,2.31642,2.31532,2.28918,2.25883,2.25374,2.2938,2.37562,2.46809,2.52548,2.53801,2.52428,2.49394,2.45092,2.40312,2.35425,2.30587,2.25838,2.2162,2.18102,2.15571,2.14139,2.13982,2.16492,2.24771,2.40227,2.60145,14.1,10.6,N,N,N
GC2601070,3.07353,3.00681,2.94757,2.8974,2.84916,2.80345,2.7585,2.71611,2.68092,2.65572,2.64345,2.64645,2.65714,2.65691,2.63455,2.60241,2.5851,2.60448,2.6667,2.75452,2.82179,2.84482,2.83581,2.80985,2.77122,2.72648,2.68134,2.63751,2.59342,2.55261,2.51708,2.48881,2.46915,2.46008,2.46796,2.51608,2.6258,2.78661,15.1,8,N,N,N
2701032,2.52565,2.48023,2.4398,2.40517,2.37466,2.34706,2.32038,2.29337,2.27162,2.26117,2.26629,2.28816,2.31787,2.3338,2.32237,2.30086,2.30013,2.34419,2.43053,2.53151,2.60395,2.62882,2.62049,2.59328,2.55448,2.51086,2.46808,2.42691,2.38649,2.35003,2.32078,2.29923,2.28627,2.28229,2.29466,2.34873,2.4723,2.65137,9.8947,11.13,Y,Y,Y
245B,2.85193,2.78403,2.74412,2.7139,2.71141,2.66116,2.58421,2.49244,2.41057,2.35679,2.32589,2.32545,2.33471,2.33971,2.32556,2.31705,2.33281,2.40232,2.48936,2.57278,2.62839,2.62522,2.62723,2.5977,2.56957,2.51953,2.49576,2.44208,2.41375,2.3804,2.35338,2.34799,2.34612,2.34494,2.37987,2.46632,2.62244,2.81778,15.1,15.6,N,N,N
1036,2.80351,2.75404,2.70773,2.66577,2.63057,2.59991,2.5693,2.53775,2.51108,2.4942,2.49069,2.50262,2.52268,2.5305,2.51339,2.48605,2.47479,2.5023,2.57408,2.66939,2.74005,2.7628,2.75432,2.72875,2.69107,2.64812,2.6058,2.56453,2.5233,2.48465,2.45209,2.42661,2.40974,2.40221,2.4107,2.45822,2.57167,2.73687,13.3,8.9,N,N,N
GC2601017,2.7179,2.66207,2.61321,2.57317,2.53446,2.49865,2.46413,2.42996,2.40166,2.38327,2.37851,2.38913,2.40733,2.4138,2.39706,2.37006,2.35828,2.38421,2.45303,2.54576,2.61605,2.64069,2.63201,2.60519,2.56491,2.518,2.47026,2.42332,2.37776,2.33755,2.3025,2.27443,2.25512,2.24625,2.2543,2.30171,2.41018,2.56731,14,8.7,N,N,N
131,2.9374,2.86762,2.82537,2.79215,2.7854,2.73037,2.64908,2.5531,2.46626,2.40629,2.36773,2.35822,2.35851,2.35702,2.33997,2.32966,2.34156,2.40394,2.48032,2.5516,2.59856,2.59096,2.59156,2.56208,2.53469,2.48598,2.46347,2.41102,2.38449,2.35296,2.32705,2.32256,2.3211,2.3201,2.3538,2.43619,2.58407,2.76777,16.2,16.3,N,N,N
125,2.8089,2.74171,2.70176,2.67084,2.66731,2.61579,2.53832,2.44627,2.3638,2.30832,2.27413,2.269,2.27337,2.27543,2.26096,2.25268,2.26659,2.33042,2.4083,2.48183,2.53098,2.52535,2.52763,2.49955,2.47369,2.42638,2.40551,2.35482,2.33012,2.2999,2.27496,2.27127,2.27035,2.26935,2.30265,2.38336,2.52861,2.71013,15.3,15.8,N,N,N
W59,3.26929,3.18053,3.11897,3.06637,3.04165,2.96911,2.87038,2.75755,2.65515,2.58147,2.5313,2.51265,2.50576,2.49584,2.46489,2.4358,2.42773,2.47413,2.54962,2.63438,2.69415,2.69346,2.69683,2.66755,2.63931,2.58891,2.5642,2.50853,2.47715,2.4396,2.4067,2.39456,2.38597,2.37869,2.40832,2.48954,2.63921,2.83095,13.9,11.9,N,N,N
45,3.05095,2.97527,2.92622,2.88671,2.87335,2.81184,2.72462,2.62287,2.53045,2.46581,2.42378,2.41196,2.41091,2.40847,2.38888,2.37538,2.38572,2.44932,2.52943,2.60547,2.65561,2.64883,2.64805,2.61632,2.58706,2.53636,2.51204,2.45814,2.43011,2.39709,2.3701,2.36482,2.363,2.36169,2.39585,2.48028,2.63342,2.82593,14.4,15.8,N,N,N
11683.12.9,2.70003,2.61484,2.54053,2.47585,2.41895,2.36653,2.31455,2.26382,2.22065,2.19157,2.1826,2.19611,2.21688,2.21958,2.19544,2.16619,2.16347,2.20842,2.29771,2.39838,2.46193,2.47825,2.46573,2.43615,2.39403,2.34773,2.30058,2.25437,2.20834,2.1667,2.13239,2.10821,2.09499,2.09518,2.12229,2.20777,2.36866,2.57487,14.4,1.6,Y,Y,Y
CAL3A,3.04064,2.95135,2.87172,2.8023,2.74005,2.68232,2.62429,2.56693,2.51689,2.48043,2.46426,2.4698,2.48317,2.47984,2.45315,2.42316,2.41883,2.46065,2.54323,2.63355,2.68661,2.69537,2.67925,2.64802,2.60502,2.55793,2.51103,2.46432,2.41733,2.37423,2.33948,2.31572,2.30433,2.30658,2.33614,2.42476,2.59079,2.80156,14.7,11,N,N,N
90,2.84517,2.77961,2.74135,2.7121,2.70989,2.65984,2.58321,2.49149,2.40897,2.35347,2.31989,2.31566,2.32121,2.32434,2.31038,2.30236,2.31731,2.38414,2.46599,2.54302,2.5946,2.58991,2.59205,2.56335,2.53664,2.48804,2.46576,2.41369,2.38743,2.35617,2.33078,2.32675,2.32561,2.32481,2.35906,2.44236,2.59281,2.78222,15.4,16.3,N,N,N
GC214072,2.84478,2.79121,2.7464,2.70953,2.67568,2.64383,2.61228,2.58332,2.56144,2.55087,2.55526,2.57592,2.60051,2.60934,2.59556,2.57748,2.58148,2.62398,2.70429,2.796,2.86034,2.88198,2.87371,2.84792,2.80931,2.76518,2.71977,2.67631,2.6339,2.59617,2.56581,2.5442,2.53296,2.53347,2.55618,2.62773,2.76617,2.95167,16,10.4,N,N,N
1002.13.7,2.6995,2.61825,2.54784,2.48806,2.43626,2.3879,2.33896,2.29086,2.25135,2.22737,2.22617,2.24903,2.27839,2.28581,2.2638,2.23706,2.23851,2.29079,2.38884,2.49556,2.55927,2.57272,2.55706,2.52263,2.47369,2.41863,2.362,2.30542,2.25151,2.20416,2.16425,2.13535,2.11926,2.1176,2.14486,2.23376,2.40188,2.61112,13.9,10.5,N,N,N
W252,2.91642,2.84865,2.80852,2.77692,2.77121,2.71685,2.63663,2.54215,2.45788,2.40124,2.36688,2.36286,2.36887,2.36939,2.3462,2.32255,2.31674,2.36264,2.43916,2.52833,2.59282,2.59704,2.6055,2.58129,2.55766,2.51181,2.49132,2.43975,2.41179,2.37658,2.34502,2.33304,2.32372,2.31534,2.34278,2.41811,2.55566,2.73039,13.9,10.4,N,N,N
GC2601066,2.5909,2.53952,2.48918,2.44492,2.40227,2.3626,2.32336,2.28756,2.26273,2.24958,2.24998,2.26632,2.29082,2.30369,2.29275,2.27156,2.2678,2.30483,2.38396,2.48228,2.55595,2.58376,2.57661,2.55098,2.51235,2.46756,2.4225,2.37887,2.33607,2.29743,2.26522,2.24134,2.22717,2.22365,2.23769,2.29311,2.41469,2.58968,12.2,10.6,Y,Y,Y
W61,3.14966,3.06472,3.00745,2.95953,2.93908,2.87062,2.77613,2.66778,2.56997,2.50097,2.45552,2.44154,2.43913,2.43313,2.40549,2.3794,2.37439,2.42396,2.50193,2.5885,2.64968,2.65008,2.65401,2.62515,2.59713,2.54689,2.52232,2.46704,2.43628,2.39949,2.36728,2.35578,2.34756,2.34053,2.3701,2.45035,2.59903,2.78955,13.6,12,N,N,N
11593.14.2,2.6171,2.53802,2.46935,2.41347,2.36265,2.31455,2.26489,2.21574,2.17337,2.14487,2.13638,2.149,2.16781,2.16932,2.14714,2.12182,2.12241,2.16829,2.25069,2.3381,2.39197,2.40421,2.39176,2.36323,2.32229,2.27661,2.23012,2.18378,2.13815,2.09804,2.06599,2.04438,2.03476,2.03768,2.06685,2.15351,2.31209,2.51277,14.2,12,N,N,N
W233,3.24997,3.17007,3.1173,3.07323,3.0559,2.98967,2.89731,2.79072,2.69505,2.62862,2.58645,2.5772,2.57931,2.57376,2.5424,2.51108,2.50016,2.5462,2.62974,2.72911,2.79839,2.8022,2.80876,2.78084,2.75204,2.70056,2.6746,2.61725,2.58309,2.54183,2.50494,2.48875,2.47664,2.46684,2.49615,2.57988,2.7325,2.92392,15.1,9.7,N,N,N
114,2.93487,2.86651,2.82635,2.79578,2.79279,2.74202,2.66495,2.57326,2.49114,2.43697,2.40561,2.40471,2.41398,2.41947,2.40541,2.39626,2.41175,2.48237,2.57183,2.65777,2.71469,2.71049,2.71,2.67754,2.64669,2.59442,2.56868,2.51338,2.48395,2.44992,2.42205,2.41613,2.41383,2.4122,2.44672,2.53389,2.69331,2.89758,13.5,15.2,N,N,N
GC2601092,3.15322,3.09868,3.04949,3.00309,2.95724,2.9152,2.87658,2.84159,2.81448,2.79766,2.79471,2.80841,2.83038,2.83758,2.817,2.78617,2.77434,2.80644,2.88696,2.99221,3.06788,3.09008,3.07862,3.04944,3.00642,2.95725,2.90877,2.86243,2.81508,2.77061,2.73222,2.7011,2.67965,2.66843,2.67454,2.72819,2.85779,3.05408,14.8,9.3,N,N,N
WR30A,2.94156,2.88667,2.83737,2.78963,2.74347,2.70199,2.66412,2.62954,2.60222,2.58482,2.58037,2.5919,2.61177,2.6187,2.60077,2.57484,2.56874,2.60738,2.6934,2.79903,2.87034,2.88601,2.8686,2.83485,2.78943,2.73972,2.69207,2.64703,2.60216,2.55992,2.52379,2.49531,2.47664,2.46822,2.47726,2.53158,2.66285,2.85938,14.4,9.4,N,N,N
1099,2.74829,2.71917,2.67614,2.63643,2.60313,2.57464,2.54693,2.51855,2.49447,2.47887,2.47503,2.48501,2.50183,2.50749,2.49286,2.47223,2.468,2.49907,2.56429,2.64192,2.69755,2.71499,2.7074,2.68607,2.65364,2.61578,2.5782,2.54151,2.50504,2.47131,2.44422,2.42471,2.41373,2.41099,2.42232,2.46974,2.57884,2.73466,16.3,11.4,Y,Y,Y
1099,2.76826,2.72046,2.67591,2.63577,2.60292,2.57517,2.54771,2.51904,2.4945,2.47856,2.47459,2.48463,2.50163,2.50746,2.493,2.47263,2.46891,2.50097,2.56764,2.64661,2.7026,2.71942,2.71085,2.68845,2.65494,2.61611,2.5776,2.54002,2.50276,2.46853,2.44097,2.42101,2.40968,2.4068,2.41804,2.46568,2.57563,2.73323,16.3,11.4,Y,Y,Y
12018.11.1,2.8543,2.7796,2.71487,2.65939,2.61047,2.56444,2.51717,2.47018,2.42996,2.40291,2.39548,2.4095,2.43008,2.43239,2.40793,2.37654,2.36779,2.40404,2.4867,2.58376,2.64165,2.65189,2.6338,2.59789,2.5495,2.49602,2.44108,2.38671,2.33601,2.29105,2.251,2.22019,2.20046,2.19353,2.21229,2.28435,2.42741,2.61349,11.4,9.4,N,N,N
2701012,2.93846,2.89202,2.85041,2.81449,2.78266,2.75369,2.72516,2.6961,2.67352,2.66412,2.67236,2.69962,2.73526,2.75401,2.74005,2.7132,2.70889,2.75406,2.84843,2.9623,3.04329,3.07063,3.06241,3.0341,2.99325,2.94711,2.90149,2.85727,2.8128,2.77163,2.73772,2.7118,2.69522,2.68877,2.70081,2.76006,2.89417,3.08643,9.3881,10.42031,N,N,N
GC2601033,2.96561,2.89295,2.82778,2.7735,2.72256,2.67803,2.64014,2.59958,2.56199,2.54012,2.53735,2.55479,2.58303,2.59824,2.58275,2.55221,2.53966,2.57293,2.65956,2.77854,2.87423,2.91362,2.90909,2.88143,2.83892,2.78936,2.7398,2.69187,2.64246,2.59565,2.55601,2.5255,2.50512,2.4973,2.50913,2.5677,2.70042,2.89716,12,9.4,N,N,N
GC213067,2.61633,2.56824,2.52722,2.49245,2.46108,2.43122,2.40125,2.37288,2.35096,2.34027,2.34444,2.36443,2.38947,2.40044,2.38787,2.36866,2.36985,2.411,2.49424,2.5926,2.66206,2.68299,2.67071,2.6405,2.59992,2.5562,2.51311,2.47248,2.43338,2.39763,2.36778,2.34528,2.33145,2.32935,2.34815,2.41229,2.53966,2.71388,10.7,9.3,N,N,N
GC2601047,2.37057,2.32274,2.28134,2.24309,2.2069,2.17496,2.14561,2.11889,2.09936,2.08975,2.09348,2.11348,2.14069,2.15276,2.13981,2.11994,2.12023,2.16328,2.24705,2.34472,2.41416,2.43663,2.42938,2.40649,2.37046,2.32796,2.28586,2.2449,2.20379,2.16601,2.13497,2.11197,2.09864,2.09495,2.10728,2.16185,2.28815,2.46761,17.5,11.3,N,N,N
SW121.10.0,2.60416,2.55107,2.50623,2.46914,2.43713,2.40629,2.3725,2.33718,2.30864,2.29457,2.30192,2.33219,2.36838,2.38191,2.36202,2.33236,2.32862,2.37612,2.47676,2.59325,2.66252,2.67588,2.65683,2.61826,2.56592,2.50817,2.44896,2.39006,2.33528,2.28641,2.24294,2.20891,2.18661,2.17889,2.19934,2.27723,2.43193,2.63003,10.4,8.8,N,N,N
W211,3.13317,3.05099,2.99673,2.95226,2.9348,2.86936,2.77849,2.67391,2.57987,2.51448,2.47254,2.46217,2.46325,2.45966,2.43285,2.40644,2.39991,2.44735,2.52524,2.6146,2.67881,2.68185,2.68834,2.66168,2.63563,2.58696,2.56382,2.50968,2.47972,2.44302,2.41057,2.39841,2.38943,2.38155,2.41017,2.48919,2.6348,2.8213,13.8,11.1,N,N,N
GC2601026,3.64691,3.60184,3.55852,3.5188,3.47617,3.43721,3.40292,3.37116,3.34524,3.32829,3.32259,3.33129,3.34713,3.35322,3.3355,3.30634,3.29204,3.31476,3.38076,3.47073,3.5308,3.54422,3.52824,3.4969,3.45719,3.41625,3.37528,3.33792,3.2982,3.25885,3.22349,3.19207,3.16813,3.15248,3.14958,3.19481,3.30145,3.48694,8.5,8.5,N,N,N
GC2601046,2.69183,2.62866,2.57423,2.52983,2.48755,2.44834,2.41041,2.37516,2.34734,2.33011,2.32684,2.33982,2.36045,2.3688,2.35431,2.33215,2.32839,2.36438,2.43922,2.53045,2.59864,2.62544,2.62067,2.59879,2.56328,2.52036,2.47637,2.43313,2.39026,2.35121,2.31932,2.29688,2.28451,2.28314,2.29953,2.35844,2.48453,2.6628,17.5,11.4,N,N,N
GC2601084,2.28097,2.2429,2.21008,2.17835,2.14709,2.11906,2.09348,2.07031,2.05315,2.04416,2.04652,2.06226,2.08497,2.09646,2.08539,2.06562,2.06278,2.09852,2.17336,2.26377,2.32812,2.34743,2.33734,2.31186,2.27591,2.23583,2.19698,2.15995,2.12346,2.08975,2.06128,2.03926,2.02485,2.01872,2.02658,2.07107,2.17928,2.33954,12.9,10.7,N,N,N
1046,2.87606,2.82578,2.77913,2.73677,2.70083,2.66947,2.63857,2.60714,2.5813,2.56635,2.56632,2.58377,2.60976,2.62048,2.60216,2.57213,2.55962,2.58863,2.6636,2.7637,2.84201,2.87313,2.87172,2.85148,2.8162,2.77343,2.73004,2.68681,2.64299,2.60185,2.5678,2.54197,2.52587,2.51965,2.53063,2.58465,2.70943,2.887,15.6,9.2,N,N,N
GC213066,2.6303,2.58412,2.54602,2.51527,2.48817,2.46241,2.4363,2.41166,2.39441,2.39112,2.40626,2.44064,2.4806,2.50253,2.49474,2.47791,2.48572,2.54052,2.6425,2.75984,2.84303,2.87022,2.85853,2.82566,2.78047,2.73155,2.68239,2.63622,2.59148,2.55102,2.51796,2.49324,2.47919,2.47764,2.50089,2.57635,2.72368,2.92481,10.1,10.2,N,N,N
GC2601050,3.24934,3.18265,3.11934,3.06369,3.00899,2.9587,2.90861,2.86176,2.82474,2.79903,2.78655,2.79065,2.80219,2.80038,2.77515,2.74189,2.72572,2.74728,2.80964,2.89471,2.96002,2.98502,2.98054,2.95967,2.92427,2.88076,2.83548,2.7908,2.74497,2.70166,2.66507,2.63772,2.62048,2.61491,2.62859,2.68706,2.81416,2.99421,20,9.3,N,N,N
2701027,2.76901,2.72246,2.68038,2.6434,2.60997,2.57898,2.54846,2.51763,2.49282,2.48051,2.485,2.50766,2.53893,2.55468,2.53899,2.5097,2.50062,2.53923,2.62975,2.74459,2.82653,2.85269,2.84249,2.81209,2.76999,2.72369,2.6789,2.636,2.59294,2.55227,2.51799,2.49082,2.47241,2.46406,2.47432,2.52979,2.65781,2.84245,8.21055,9.13583,N,N,N
SW128.8.7,2.67212,2.61835,2.57273,2.5353,2.50291,2.47148,2.43617,2.3995,2.37019,2.35682,2.36662,2.40064,2.44123,2.45735,2.4367,2.40524,2.4014,2.45326,2.56409,2.69214,2.76659,2.7801,2.75886,2.71681,2.66147,2.60139,2.54003,2.4797,2.42279,2.37148,2.32556,2.28936,2.26541,2.25683,2.27855,2.3612,2.52477,2.73431,9.1,8.4,N,N,N
GC2601075,3.14753,3.07879,3.01644,2.95801,2.90171,2.84937,2.80037,2.75529,2.71845,2.69168,2.67774,2.67995,2.69052,2.68707,2.65769,2.61899,2.59779,2.61794,2.68713,2.78496,2.85638,2.87677,2.86646,2.83974,2.79875,2.75098,2.7039,2.65816,2.61128,2.56686,2.52809,2.49635,2.47411,2.46228,2.46826,2.52022,2.64474,2.82817,17.1,8,N,N,N
12030.11.0,2.8128,2.72594,2.65043,2.58501,2.52798,2.47481,2.42108,2.36815,2.32347,2.29439,2.28735,2.30407,2.32807,2.33234,2.30685,2.27489,2.26936,2.31448,2.40953,2.51815,2.5837,2.59703,2.58031,2.54563,2.49855,2.44726,2.39556,2.34442,2.29412,2.24843,2.20989,2.18144,2.16499,2.16306,2.19004,2.27543,2.43899,2.64555,11.3,9.8,N,N,N
GC213079,2.6922,2.64375,2.60279,2.56808,2.53658,2.50623,2.47558,2.44675,2.4246,2.41343,2.41698,2.43681,2.46065,2.46866,2.45223,2.42915,2.42657,2.46325,2.54254,2.63849,2.70766,2.73005,2.72149,2.69517,2.65658,2.6134,2.56964,2.52746,2.48614,2.44864,2.41719,2.39352,2.37973,2.37786,2.39887,2.4669,2.59878,2.77419,15,8.3,N,N,N
GC214001,2.93407,2.87405,2.82335,2.78153,2.74289,2.7069,2.67074,2.63667,2.61077,2.59984,2.60819,2.63667,2.6718,2.69047,2.68042,2.66176,2.66895,2.72508,2.82953,2.94863,3.03142,3.05615,3.04046,3.00354,2.95448,2.90268,2.85094,2.80347,2.75702,2.7154,2.68147,2.65614,2.64213,2.64149,2.6664,2.74551,2.90057,3.11631,8.6,11,N,N,N
11673.15.6,2.59643,2.52076,2.45501,2.39778,2.34746,2.30117,2.25521,2.21017,2.17168,2.14552,2.13738,2.1497,2.16773,2.16813,2.14478,2.11762,2.11313,2.14992,2.22671,2.314,2.36893,2.38327,2.37348,2.34816,2.30994,2.26657,2.22133,2.17583,2.1313,2.09175,2.05814,2.03373,2.01984,2.01765,2.04066,2.11781,2.26026,2.43923,16,9.9,N,N,N
GC213022,2.4927,2.44809,2.41107,2.38166,2.35651,2.3332,2.30942,2.28699,2.27141,2.26948,2.28525,2.31928,2.35917,2.38321,2.37912,2.36673,2.37851,2.43608,2.53909,2.65494,2.73643,2.76231,2.74945,2.71596,2.67082,2.62264,2.57484,2.53048,2.48817,2.45043,2.41998,2.39797,2.386,2.38636,2.40985,2.48293,2.62735,2.82758,8.8,11.2,N,N,N
57B,3.18182,3.09676,3.03944,2.99185,2.97237,2.90526,2.8122,2.70511,2.60867,2.54172,2.49913,2.48858,2.48954,2.48656,2.46279,2.44302,2.44802,2.5106,2.598,2.68714,2.74682,2.74369,2.74356,2.71088,2.67935,2.62603,2.59905,2.54208,2.51011,2.47311,2.4421,2.43288,2.428,2.42447,2.45857,2.54718,2.70926,2.91647,13.9,13.8,N,N,N
W55A,2.9514,2.88065,2.83734,2.80276,2.79485,2.73834,2.6559,2.55903,2.4721,2.41241,2.3744,2.36653,2.36885,2.36623,2.34251,2.32027,2.31647,2.3634,2.43736,2.52044,2.57974,2.58149,2.59019,2.56703,2.54416,2.49869,2.47846,2.42693,2.39931,2.36476,2.33428,2.32384,2.31616,2.30919,2.33801,2.4149,2.55409,2.72849,16.1,11.4,N,N,N
11664.15.1,2.94652,2.85715,2.77816,2.709,2.64683,2.58829,2.52968,2.47215,2.42235,2.38609,2.36978,2.37551,2.38746,2.38137,2.35065,2.31525,2.30302,2.33482,2.41088,2.49986,2.55277,2.56201,2.54628,2.51349,2.46647,2.41346,2.35821,2.30244,2.25017,2.20387,2.16342,2.133,2.11465,2.10974,2.13198,2.20964,2.35717,2.54255,15.5,9.4,N,N,N
GC214031,2.77292,2.72139,2.67741,2.64011,2.60575,2.5725,2.53855,2.50674,2.48205,2.46968,2.47297,2.49334,2.51885,2.52909,2.51259,2.4865,2.48031,2.517,2.60321,2.71174,2.78964,2.81252,2.79928,2.76692,2.7236,2.67774,2.63245,2.58998,2.54832,2.50935,2.47533,2.4482,2.43039,2.42466,2.44185,2.50674,2.63654,2.81551,10,7.7,N,N,N
